"Geography","county","state","total_pop","proportion_white","proportion_black","proportion_indigenous","proportion_asian","proportion_pacific","proportion_other","proportion_multiracial","proportion_hispanic_latino","median_income","proportion_hs_degree_over_25","proportion_bachelors_degree_over_25"
"0500000US17161","Rock Island","IL",143819,0.75,0.107,0.002,0.026,0.002,0.043,0.07,0.135,64435,0.896,0.241
"0500000US17163","St. Clair","IL",256791,0.619,0.283,0.004,0.016,0,0.016,0.063,0.045,68915,0.922,0.304
"0500000US17165","Saline","IL",23662,0.929,0.025,0.001,0.007,0.001,0.004,0.033,0.018,51710,0.882,0.202
"0500000US17167","Sangamon","IL",196122,0.799,0.127,0.001,0.022,0,0.005,0.046,0.025,71653,0.932,0.346
"0500000US17169","Schuyler","IL",6879,0.927,0.037,0,0.003,0,0.008,0.024,0.025,63737,0.917,0.169
"0500000US17171","Scott","IL",4899,0.958,0,0.001,0.008,0,0.01,0.023,0.014,70500,0.927,0.22
"0500000US17173","Shelby","IL",21042,0.971,0.003,0.002,0.003,0.002,0.003,0.016,0.012,65585,0.939,0.183
"0500000US17175","Stark","IL",5395,0.943,0.011,0,0.009,0,0.011,0.026,0.023,58125,0.909,0.19
"0500000US17177","Stephenson","IL",44482,0.833,0.087,0.002,0.009,0,0.01,0.059,0.046,57527,0.918,0.203
"0500000US17179","Tazewell","IL",131276,0.944,0.012,0.001,0.011,0,0.004,0.027,0.026,74606,0.937,0.275
"0500000US17181","Union","IL",17122,0.913,0.015,0.002,0.003,0.002,0.002,0.062,0.053,54090,0.88,0.217
"0500000US17183","Vermilion","IL",74113,0.796,0.145,0.001,0.01,0,0.01,0.037,0.054,52787,0.906,0.156
"0500000US17185","Wabash","IL",11321,0.935,0.01,0,0.012,0,0.008,0.035,0.03,54074,0.93,0.185
"0500000US17187","Warren","IL",16760,0.849,0.038,0.01,0.015,0.004,0.056,0.028,0.103,62700,0.875,0.211
"0500000US17189","Washington","IL",13781,0.961,0.008,0.001,0.002,0,0.003,0.025,0.015,75111,0.925,0.231
"0500000US17191","Wayne","IL",16127,0.962,0.008,0,0.005,0,0.011,0.013,0.017,53522,0.893,0.158
"0500000US17193","White","IL",13834,0.967,0.008,0.001,0.005,0,0.004,0.015,0.015,54605,0.885,0.16
"0500000US17195","Whiteside","IL",55569,0.89,0.011,0.002,0.006,0,0.019,0.071,0.127,62828,0.908,0.193
"0500000US17197","Will","IL",696774,0.678,0.115,0.004,0.059,0,0.064,0.079,0.186,103678,0.916,0.361
"0500000US17199","Williamson","IL",67120,0.894,0.033,0.005,0.015,0,0.008,0.045,0.029,60325,0.927,0.271
"0500000US17201","Winnebago","IL",284591,0.717,0.134,0.003,0.029,0,0.041,0.076,0.141,61738,0.885,0.241
"0500000US17203","Woodford","IL",38414,0.956,0.006,0,0.006,0,0.007,0.025,0.019,80093,0.942,0.354
"0500000US18001","Adams","IN",35827,0.945,0.006,0,0.001,0,0.011,0.036,0.047,61731,0.867,0.154
"0500000US18003","Allen","IN",385456,0.744,0.112,0.002,0.047,0,0.031,0.063,0.08,66222,0.901,0.305
"0500000US18005","Bartholomew","IN",82371,0.821,0.016,0.001,0.081,0,0.035,0.046,0.079,76912,0.918,0.348
"0500000US18007","Benton","IN",8709,0.938,0.012,0,0.001,0.002,0.007,0.04,0.059,58620,0.886,0.187
"0500000US18009","Blackford","IN",12074,0.953,0.01,0.001,0.001,0,0.002,0.033,0.012,51108,0.904,0.148
"0500000US18011","Boone","IN",71235,0.897,0.022,0.001,0.031,0,0.008,0.042,0.035,103038,0.95,0.495
"0500000US18013","Brown","IN",15513,0.96,0.006,0.003,0.006,0.004,0.002,0.019,0.021,73933,0.929,0.275
"0500000US18015","Carroll","IN",20397,0.958,0.007,0,0.001,0,0.011,0.023,0.047,61464,0.903,0.166
"0500000US18017","Cass","IN",37820,0.822,0.013,0.005,0.014,0,0.082,0.064,0.168,55862,0.857,0.154
"0500000US18019","Clark","IN",121484,0.846,0.071,0.003,0.01,0,0.014,0.055,0.059,69005,0.905,0.246
"0500000US18021","Clay","IN",26396,0.952,0.004,0,0.002,0.001,0.005,0.036,0.018,68364,0.914,0.169
"0500000US18023","Clinton","IN",33020,0.851,0.008,0,0.005,0,0.068,0.068,0.17,59515,0.87,0.163
"0500000US18025","Crawford","IN",10511,0.953,0.008,0,0.001,0,0.003,0.035,0.008,46706,0.857,0.122
"0500000US18027","Daviess","IN",33337,0.922,0.016,0.001,0.002,0,0.017,0.042,0.057,64113,0.77,0.151
"0500000US18029","Dearborn","IN",50709,0.962,0.006,0,0.005,0.001,0.004,0.022,0.015,80352,0.911,0.247
"0500000US18031","Decatur","IN",26432,0.944,0.002,0,0.006,0,0.005,0.042,0.023,71566,0.912,0.205
"0500000US18033","DeKalb","IN",43312,0.954,0.002,0.001,0.005,0,0.003,0.035,0.031,68110,0.914,0.19
"0500000US18035","Delaware","IN",112156,0.871,0.062,0.001,0.016,0,0.007,0.042,0.027,53377,0.907,0.255
"0500000US18037","Dubois","IN",43584,0.909,0.016,0.002,0.005,0,0.025,0.043,0.087,68945,0.899,0.239
"0500000US18039","Elkhart","IN",206841,0.796,0.05,0.003,0.011,0.001,0.068,0.072,0.173,63978,0.822,0.2
"0500000US18041","Fayette","IN",23391,0.946,0.012,0.003,0.002,0,0.006,0.032,0.015,52219,0.852,0.154
"0500000US18043","Floyd","IN",80191,0.88,0.05,0.001,0.012,0,0.007,0.049,0.037,75686,0.924,0.313
"0500000US18045","Fountain","IN",16468,0.955,0.003,0.002,0.005,0,0.004,0.031,0.028,60559,0.889,0.135
"0500000US18047","Franklin","IN",22850,0.967,0.001,0,0.006,0,0.006,0.021,0.013,75985,0.895,0.207
"0500000US18049","Fulton","IN",20420,0.912,0.012,0.001,0.001,0,0.05,0.024,0.055,62644,0.873,0.178
"0500000US18051","Gibson","IN",33006,0.915,0.018,0,0.005,0.006,0.02,0.037,0.02,64153,0.906,0.18
"0500000US18053","Grant","IN",66560,0.86,0.068,0.003,0.008,0,0.012,0.048,0.047,53033,0.886,0.184
"0500000US18055","Greene","IN",30900,0.967,0.006,0.001,0.001,0,0.005,0.02,0.019,57771,0.883,0.161
"0500000US18057","Hamilton","IN",349527,0.832,0.041,0.001,0.065,0,0.012,0.049,0.045,114866,0.972,0.608
"0500000US18059","Hancock","IN",80170,0.911,0.027,0.002,0.009,0,0.011,0.041,0.029,85262,0.933,0.328
"0500000US18061","Harrison","IN",39684,0.962,0.007,0,0.006,0,0.003,0.02,0.021,71302,0.902,0.206
"0500000US18063","Hendricks","IN",175639,0.825,0.081,0.002,0.032,0,0.015,0.044,0.045,95261,0.935,0.392
"0500000US18065","Henry","IN",48913,0.936,0.024,0.001,0.005,0,0.007,0.026,0.021,57632,0.911,0.171
"0500000US18067","Howard","IN",83452,0.856,0.079,0.002,0.012,0,0.007,0.044,0.038,62014,0.913,0.198
"0500000US18069","Huntington","IN",36699,0.948,0.009,0.002,0.007,0.002,0.011,0.021,0.028,59894,0.926,0.219
"0500000US18071","Jackson","IN",46212,0.873,0.011,0.004,0.018,0.001,0.034,0.059,0.082,65609,0.9,0.186
"0500000US18073","Jasper","IN",33045,0.897,0.01,0.001,0.002,0,0.027,0.064,0.065,77777,0.929,0.19
"0500000US18075","Jay","IN",20451,0.95,0.003,0.001,0.004,0,0.007,0.034,0.034,52231,0.875,0.129
"0500000US18077","Jefferson","IN",33057,0.936,0.021,0.001,0.008,0,0.009,0.025,0.031,57801,0.879,0.18
"0500000US18079","Jennings","IN",27610,0.953,0.008,0.001,0.002,0,0.012,0.024,0.029,66892,0.888,0.141
"0500000US18081","Johnson","IN",161952,0.877,0.026,0.001,0.042,0,0.01,0.043,0.038,82730,0.926,0.324
"0500000US18083","Knox","IN",36148,0.917,0.023,0.001,0.009,0.001,0.009,0.039,0.026,58173,0.891,0.181
"0500000US18085","Kosciusko","IN",80442,0.896,0.007,0.003,0.015,0,0.027,0.051,0.084,70945,0.878,0.241
"0500000US18087","LaGrange","IN",40364,0.95,0.002,0,0.001,0,0.008,0.039,0.043,81658,0.606,0.112
"0500000US18089","Lake","IN",497682,0.587,0.233,0.003,0.015,0,0.084,0.078,0.202,66375,0.902,0.245
"0500000US18091","LaPorte","IN",112215,0.802,0.107,0.002,0.006,0,0.026,0.057,0.072,66854,0.899,0.211
"0500000US18093","Lawrence","IN",45113,0.951,0.003,0.002,0.007,0,0.008,0.029,0.018,64210,0.891,0.19
"0500000US18095","Madison","IN",130545,0.856,0.08,0.002,0.006,0,0.016,0.04,0.046,60060,0.899,0.194
"0500000US18097","Marion","IN",971737,0.564,0.282,0.003,0.039,0,0.047,0.064,0.111,59504,0.873,0.332
"0500000US18099","Marshall","IN",46208,0.92,0.008,0.003,0.007,0,0.026,0.036,0.107,66016,0.858,0.2
"0500000US18101","Martin","IN",9863,0.959,0.002,0.001,0,0,0.005,0.033,0.013,65489,0.888,0.141
"0500000US18103","Miami","IN",35952,0.884,0.042,0.002,0.005,0,0.016,0.051,0.037,59551,0.868,0.155
"0500000US18105","Monroe","IN",140065,0.844,0.036,0.001,0.066,0,0.007,0.045,0.038,60308,0.947,0.482
"0500000US18107","Montgomery","IN",38018,0.92,0.008,0,0.004,0,0.022,0.045,0.052,62937,0.892,0.208
"0500000US18109","Morgan","IN",71757,0.954,0.005,0,0.006,0,0.007,0.028,0.018,79134,0.895,0.203
"0500000US18111","Newton","IN",13829,0.915,0.011,0.001,0.002,0,0.021,0.05,0.074,63673,0.87,0.134
"0500000US18113","Noble","IN",47431,0.911,0.004,0.001,0.007,0.001,0.015,0.061,0.107,70286,0.832,0.177
"0500000US18115","Ohio","IN",5974,0.948,0.003,0.004,0.004,0,0.001,0.04,0,66333,0.927,0.157
"0500000US18117","Orange","IN",19768,0.935,0.016,0,0.004,0,0.003,0.041,0.018,60775,0.853,0.139
"0500000US18119","Owen","IN",21361,0.959,0.005,0,0.005,0,0.002,0.029,0.013,57947,0.864,0.153
"0500000US18121","Parke","IN",16327,0.947,0.019,0,0,0,0.004,0.03,0.01,63393,0.853,0.151
"0500000US18123","Perry","IN",19186,0.933,0.032,0.002,0.007,0,0.002,0.023,0.015,58936,0.912,0.162
"0500000US18125","Pike","IN",12227,0.961,0.006,0.001,0.002,0,0.018,0.011,0.023,64182,0.904,0.141
"0500000US18127","Porter","IN",173355,0.865,0.041,0.001,0.014,0,0.019,0.061,0.108,82915,0.939,0.299
"0500000US18129","Posey","IN",25226,0.952,0.013,0,0.004,0,0.012,0.018,0.013,75594,0.937,0.255
"0500000US18131","Pulaski","IN",12498,0.931,0.002,0.001,0.003,0.003,0.022,0.039,0.034,56823,0.881,0.141
"0500000US18133","Putnam","IN",36942,0.925,0.027,0.001,0.027,0,0.004,0.016,0.021,70609,0.909,0.194
"0500000US18135","Randolph","IN",24586,0.928,0.002,0.001,0.004,0.001,0.019,0.045,0.04,59674,0.899,0.151
"0500000US18137","Ripley","IN",28990,0.958,0.003,0,0.007,0,0.01,0.022,0.018,70285,0.906,0.19
"0500000US18139","Rush","IN",16716,0.966,0.006,0,0.001,0,0.003,0.024,0.018,62386,0.894,0.157
"0500000US18141","St. Joseph","IN",272388,0.739,0.129,0.003,0.026,0.001,0.029,0.074,0.095,61877,0.909,0.32
"0500000US18143","Scott","IN",24403,0.947,0.002,0.003,0.001,0,0.009,0.039,0.025,49343,0.819,0.115
"0500000US18145","Shelby","IN",44940,0.932,0.014,0,0.009,0,0.019,0.025,0.049,66449,0.891,0.196
"0500000US18147","Spencer","IN",19935,0.955,0.007,0,0.004,0,0.005,0.029,0.032,66168,0.925,0.199
"0500000US18149","Starke","IN",23308,0.945,0.002,0.004,0.003,0,0.01,0.036,0.044,59916,0.851,0.131
"0500000US18151","Steuben","IN",34507,0.944,0.003,0.001,0.006,0,0.013,0.034,0.04,68837,0.927,0.244
"0500000US18153","Sullivan","IN",20791,0.913,0.036,0.001,0.001,0,0.008,0.04,0.018,54556,0.889,0.138
"0500000US18155","Switzerland","IN",9896,0.95,0.003,0.002,0,0.004,0.006,0.033,0.021,66525,0.831,0.108
"0500000US18157","Tippecanoe","IN",186955,0.78,0.06,0.001,0.078,0,0.031,0.05,0.089,55728,0.92,0.391
"0500000US18159","Tipton","IN",15328,0.959,0.005,0.001,0.008,0,0.006,0.021,0.031,71947,0.908,0.248
"0500000US18161","Union","IN",7041,0.96,0.006,0,0.007,0,0.001,0.027,0.023,68514,0.888,0.199
"0500000US18163","Vanderburgh","IN",179900,0.833,0.098,0.001,0.014,0.002,0.012,0.04,0.03,58839,0.912,0.271
"0500000US18165","Vermillion","IN",15488,0.962,0.004,0.001,0.002,0.001,0.003,0.027,0.016,59567,0.925,0.179
"0500000US18167","Vigo","IN",106355,0.858,0.069,0.002,0.02,0.001,0.013,0.037,0.028,52789,0.905,0.256
"0500000US18169","Wabash","IN",31032,0.947,0.011,0.003,0.004,0.001,0.012,0.022,0.028,66194,0.914,0.217
"0500000US18171","Warren","IN",8454,0.968,0.001,0,0.005,0,0.002,0.024,0.022,72833,0.926,0.192
"0500000US18173","Warrick","IN",64065,0.915,0.021,0.001,0.024,0,0.011,0.029,0.021,91105,0.949,0.345
"0500000US18175","Washington","IN",28133,0.965,0.002,0,0.001,0,0.004,0.028,0.014,60695,0.875,0.141
"0500000US18177","Wayne","IN",66522,0.881,0.043,0.004,0.011,0,0.014,0.046,0.033,54854,0.88,0.19
"0500000US18179","Wells","IN",28167,0.938,0.011,0,0.002,0,0.015,0.033,0.033,68074,0.933,0.191
"0500000US18181","White","IN",24630,0.895,0.005,0.001,0.003,0.001,0.062,0.033,0.091,65345,0.903,0.183
"0500000US18183","Whitley","IN",34259,0.947,0.003,0.002,0.002,0,0.006,0.041,0.024,73636,0.918,0.228
"0500000US19001","Adair","IA",7479,0.962,0.006,0,0.001,0.002,0.008,0.022,0.026,63172,0.957,0.19
"0500000US19003","Adams","IA",3680,0.948,0.003,0.004,0,0,0.014,0.031,0.02,64750,0.94,0.214
"0500000US19005","Allamakee","IA",14046,0.924,0.017,0.009,0.006,0,0.015,0.029,0.075,64049,0.917,0.184
"0500000US19007","Appanoose","IA",12279,0.949,0.004,0.001,0.003,0,0,0.043,0.024,50684,0.919,0.188
"0500000US19009","Audubon","IA",5651,0.953,0.003,0.001,0,0,0.014,0.029,0.022,54973,0.905,0.217
"0500000US19011","Benton","IA",25652,0.956,0.004,0.001,0.002,0,0.011,0.026,0.017,79444,0.944,0.233
"0500000US19013","Black Hawk","IA",131041,0.815,0.098,0.003,0.026,0.005,0.015,0.037,0.047,62329,0.929,0.3
"0500000US19015","Boone","IA",26700,0.95,0.013,0.001,0.001,0,0.008,0.027,0.028,75759,0.952,0.264
"0500000US19017","Bremer","IA",25012,0.938,0.013,0.002,0.009,0,0.01,0.028,0.019,84727,0.961,0.34
"0500000US19019","Buchanan","IA",20631,0.967,0.008,0.002,0.001,0.001,0.001,0.021,0.019,73493,0.936,0.211
"0500000US19021","Buena Vista","IA",20687,0.684,0.029,0.002,0.103,0.021,0.087,0.074,0.269,62662,0.793,0.216
"0500000US19023","Butler","IA",14376,0.961,0.005,0.001,0.011,0,0.006,0.015,0.016,65743,0.935,0.194
"0500000US19025","Calhoun","IA",9893,0.938,0.012,0.001,0.003,0,0.008,0.039,0.022,65614,0.939,0.214
"0500000US19027","Carroll","IA",20728,0.939,0.012,0.004,0.004,0,0.008,0.033,0.03,68041,0.947,0.221
"0500000US19029","Cass","IA",13116,0.966,0.007,0.002,0.004,0,0.005,0.015,0.031,60815,0.912,0.209
"0500000US19031","Cedar","IA",18479,0.964,0.005,0.001,0.006,0,0.002,0.022,0.024,76959,0.956,0.209
"0500000US19033","Cerro Gordo","IA",42979,0.921,0.018,0.002,0.013,0.003,0.006,0.037,0.054,63149,0.937,0.24
"0500000US19035","Cherokee","IA",11601,0.926,0.014,0,0,0,0.014,0.046,0.046,63638,0.932,0.217
"0500000US19037","Chickasaw","IA",11957,0.969,0.008,0.003,0,0,0.006,0.015,0.03,72734,0.936,0.186
"0500000US19039","Clarke","IA",9737,0.858,0,0.002,0.005,0,0.069,0.065,0.165,63120,0.845,0.152
"0500000US19041","Clay","IA",16423,0.946,0.006,0.002,0.003,0,0.009,0.033,0.042,61756,0.955,0.26
"0500000US19043","Clayton","IA",17123,0.961,0.004,0.001,0.004,0,0.004,0.026,0.022,60441,0.907,0.172
"0500000US19045","Clinton","IA",46488,0.916,0.03,0.002,0.009,0,0.003,0.039,0.034,61080,0.92,0.216
"0500000US19047","Crawford","IA",16450,0.764,0.024,0.001,0.022,0,0.076,0.111,0.296,61188,0.825,0.161
"0500000US19049","Dallas","IA",100367,0.855,0.023,0.002,0.046,0,0.015,0.059,0.064,99533,0.963,0.515
"0500000US19051","Davis","IA",9093,0.962,0,0.004,0.005,0,0.015,0.015,0.017,77176,0.792,0.19
"0500000US19053","Decatur","IA",7684,0.934,0.013,0.003,0.006,0.001,0.008,0.036,0.033,56068,0.891,0.249
"0500000US19055","Delaware","IA",17523,0.959,0,0.001,0.002,0,0.009,0.029,0.016,75896,0.921,0.185
"0500000US19057","Des Moines","IA",38824,0.874,0.053,0,0.011,0,0.006,0.055,0.038,58084,0.929,0.233
"0500000US19059","Dickinson","IA",17692,0.944,0.001,0,0.01,0,0.005,0.039,0.026,72446,0.965,0.327
"0500000US19061","Dubuque","IA",98812,0.907,0.03,0.001,0.013,0.007,0.007,0.034,0.028,73495,0.94,0.32
"0500000US19063","Emmet","IA",9349,0.865,0.036,0.002,0.002,0.001,0.02,0.073,0.099,64461,0.873,0.152
"0500000US19065","Fayette","IA",19519,0.931,0.008,0.007,0.005,0,0.002,0.047,0.029,56043,0.929,0.172
"0500000US19067","Floyd","IA",15601,0.919,0.009,0.001,0.016,0.001,0.002,0.052,0.041,62356,0.932,0.182
"0500000US19069","Franklin","IA",10015,0.907,0.005,0.001,0,0,0.019,0.067,0.136,62214,0.924,0.185
"0500000US19071","Fremont","IA",6639,0.937,0.007,0.001,0,0,0.004,0.05,0.031,69375,0.949,0.192
"0500000US19073","Greene","IA",8801,0.942,0.005,0.002,0.007,0,0.007,0.037,0.032,56884,0.932,0.197
"0500000US19075","Grundy","IA",12351,0.963,0.008,0.001,0.005,0,0.007,0.016,0.018,80701,0.959,0.261
"0500000US19077","Guthrie","IA",10619,0.946,0.005,0.002,0.003,0,0.011,0.034,0.029,75795,0.943,0.216
"0500000US19079","Hamilton","IA",14979,0.908,0.014,0.001,0.018,0.008,0.011,0.041,0.067,66685,0.926,0.225
"0500000US19081","Hancock","IA",10790,0.955,0.008,0,0.004,0,0.009,0.023,0.052,67865,0.913,0.202
"0500000US19083","Hardin","IA",16861,0.931,0.005,0.016,0.009,0,0.01,0.028,0.046,64656,0.934,0.208
"0500000US19085","Harrison","IA",14623,0.962,0.002,0,0.003,0,0.003,0.03,0.021,75830,0.931,0.206
"0500000US19087","Henry","IA",20436,0.889,0.026,0.003,0.022,0,0.019,0.041,0.053,62365,0.911,0.228
"0500000US19089","Howard","IA",9479,0.959,0.002,0.002,0.003,0.001,0.003,0.031,0.018,63947,0.92,0.192
"0500000US19091","Humboldt","IA",9606,0.939,0.004,0.002,0.007,0.007,0.006,0.035,0.05,66617,0.942,0.184
"0500000US19093","Ida","IA",6969,0.95,0.008,0.001,0.004,0,0.011,0.026,0.036,63125,0.93,0.197
"0500000US19095","Iowa","IA",16575,0.951,0.007,0.001,0.002,0,0.005,0.034,0.037,69787,0.937,0.228
"0500000US19097","Jackson","IA",19470,0.963,0.006,0.002,0.005,0.007,0.003,0.015,0.017,69709,0.94,0.184
"0500000US19099","Jasper","IA",37808,0.938,0.018,0.002,0.006,0,0.008,0.028,0.028,67784,0.942,0.197
"0500000US19101","Jefferson","IA",15785,0.856,0.048,0.008,0.059,0,0.004,0.025,0.036,52210,0.933,0.395
"0500000US19103","Johnson","IA",153360,0.789,0.074,0.002,0.062,0.001,0.019,0.054,0.059,72977,0.96,0.541
"0500000US19105","Jones","IA",20733,0.929,0.023,0.002,0.006,0,0.003,0.037,0.023,68781,0.943,0.225
"0500000US19107","Keokuk","IA",10026,0.966,0.006,0.001,0.001,0,0.01,0.017,0.022,60016,0.935,0.164
"0500000US19109","Kossuth","IA",14718,0.94,0.008,0.001,0.006,0,0.019,0.024,0.038,62553,0.937,0.199
"0500000US19111","Lee","IA",33442,0.926,0.029,0.002,0.004,0,0.003,0.036,0.037,58094,0.941,0.203
"0500000US19113","Linn","IA",229308,0.855,0.058,0.002,0.023,0.002,0.01,0.049,0.036,75457,0.95,0.346
"0500000US19115","Louisa","IA",10823,0.833,0.007,0.004,0.02,0,0.082,0.053,0.163,72500,0.861,0.144
"0500000US19117","Lucas","IA",8666,0.966,0.003,0,0.004,0,0.005,0.022,0.025,63405,0.924,0.149
"0500000US19119","Lyon","IA",12023,0.953,0.002,0.002,0.003,0.003,0.009,0.028,0.03,73735,0.947,0.194
"0500000US19121","Madison","IA",16609,0.958,0.013,0.001,0.004,0,0.004,0.021,0.024,88110,0.97,0.258
"0500000US19123","Mahaska","IA",22059,0.936,0.017,0.001,0.01,0,0.005,0.03,0.024,65200,0.932,0.224
"0500000US19125","Marion","IA",33487,0.949,0.006,0.001,0.01,0,0.006,0.028,0.022,74193,0.941,0.317
"0500000US19127","Marshall","IA",40049,0.785,0.021,0.007,0.042,0,0.058,0.087,0.243,70828,0.852,0.21
"0500000US19129","Mills","IA",14605,0.968,0.003,0.001,0.007,0,0.001,0.02,0.037,81907,0.951,0.305
"0500000US19131","Mitchell","IA",10537,0.969,0.006,0.001,0.008,0,0.006,0.009,0.018,66056,0.923,0.214
"0500000US19133","Monona","IA",8671,0.953,0.003,0.007,0,0.002,0.001,0.034,0.022,59897,0.93,0.157
"0500000US19135","Monroe","IA",7574,0.946,0.001,0.001,0.008,0,0.001,0.042,0.003,76324,0.93,0.227
"0500000US19137","Montgomery","IA",10285,0.927,0.004,0.019,0.003,0.002,0.011,0.033,0.01,61261,0.916,0.186
"0500000US19139","Muscatine","IA",42968,0.835,0.027,0.002,0.007,0,0.08,0.049,0.186,67427,0.901,0.232
"0500000US19141","O'Brien","IA",14138,0.915,0.014,0.003,0.007,0,0.016,0.045,0.058,65076,0.907,0.216
"0500000US19143","Osceola","IA",6149,0.919,0.009,0.003,0.014,0,0.017,0.038,0.088,67561,0.862,0.142
"0500000US19145","Page","IA",15225,0.933,0.015,0.005,0.009,0,0.002,0.034,0.037,58264,0.929,0.177
"0500000US19147","Palo Alto","IA",8938,0.924,0.02,0,0.006,0,0.007,0.043,0.036,67306,0.93,0.202
"0500000US19149","Plymouth","IA",25621,0.923,0.018,0.004,0.005,0.004,0.019,0.027,0.058,79963,0.943,0.241
"0500000US19151","Pocahontas","IA",7061,0.933,0.002,0.001,0.006,0.009,0.019,0.03,0.045,61434,0.915,0.171
"0500000US19153","Polk","IA",493378,0.798,0.073,0.002,0.049,0,0.024,0.054,0.089,78827,0.927,0.389
"0500000US19155","Pottawattamie","IA",93543,0.897,0.015,0.002,0.009,0.001,0.018,0.057,0.085,68718,0.906,0.234
"0500000US19157","Poweshiek","IA",18608,0.923,0.012,0.002,0.022,0,0.011,0.03,0.034,61192,0.949,0.289
"0500000US19159","Ringgold","IA",4690,0.951,0.001,0,0.001,0,0.02,0.028,0.029,67898,0.94,0.226
"0500000US19161","Sac","IA",9778,0.957,0.003,0,0.008,0.004,0.011,0.017,0.039,68778,0.937,0.216
"0500000US19163","Scott","IA",174315,0.818,0.07,0.002,0.028,0,0.014,0.067,0.073,72792,0.94,0.349
"0500000US19165","Shelby","IA",11737,0.944,0.009,0.001,0,0,0.015,0.031,0.033,70295,0.942,0.228
"0500000US19167","Sioux","IA",35815,0.904,0.005,0.003,0.004,0,0.038,0.045,0.114,81914,0.916,0.313
"0500000US19169","Story","IA",98573,0.838,0.024,0.003,0.073,0,0.015,0.047,0.038,66197,0.971,0.525
"0500000US19171","Tama","IA",17017,0.831,0.01,0.075,0.006,0,0.018,0.06,0.115,65483,0.91,0.183
"0500000US19173","Taylor","IA",5916,0.909,0.001,0.003,0,0,0.037,0.05,0.089,65926,0.91,0.155
"0500000US19175","Union","IA",12107,0.949,0.004,0,0.006,0,0.012,0.029,0.032,56495,0.928,0.241
"0500000US19177","Van Buren","IA",7207,0.969,0.004,0,0.006,0,0.006,0.014,0.016,58417,0.884,0.185
"0500000US19179","Wapello","IA",35292,0.858,0.032,0.002,0.015,0.015,0.028,0.05,0.115,56209,0.879,0.185
"0500000US19181","Warren","IA",52709,0.94,0.008,0.001,0.007,0.001,0.007,0.036,0.032,89741,0.965,0.322
"0500000US19183","Washington","IA",22534,0.918,0.004,0,0.004,0,0.038,0.035,0.07,71122,0.923,0.244
"0500000US19185","Wayne","IA",6484,0.951,0.003,0,0.001,0,0.006,0.04,0.018,58257,0.894,0.15
"0500000US19187","Webster","IA",36986,0.875,0.034,0.003,0.012,0,0.02,0.057,0.059,65335,0.918,0.207
"0500000US19189","Winnebago","IA",10704,0.925,0.008,0.002,0.031,0,0.007,0.028,0.054,62853,0.945,0.259
"0500000US19191","Winneshiek","IA",20050,0.956,0.008,0.003,0.007,0,0.007,0.02,0.024,67770,0.952,0.305
"0500000US19193","Woodbury","IA",105526,0.768,0.043,0.018,0.023,0.006,0.033,0.109,0.181,68399,0.876,0.24
"0500000US19195","Worth","IA",7417,0.954,0.01,0.001,0.004,0,0.002,0.029,0.032,69897,0.943,0.195
"0500000US19197","Wright","IA",12897,0.892,0.002,0.002,0.002,0,0.042,0.061,0.137,58240,0.927,0.21
"0500000US20001","Allen","KS",12554,0.911,0.017,0.008,0.008,0.009,0.002,0.044,0.041,55059,0.926,0.196
"0500000US20003","Anderson","KS",7799,0.945,0.01,0.009,0.001,0,0.002,0.034,0.026,67651,0.865,0.153
"0500000US20005","Atchison","KS",16309,0.878,0.037,0.002,0.005,0,0.014,0.064,0.033,55281,0.938,0.222
"0500000US20007","Barber","KS",4081,0.933,0.002,0.024,0.008,0,0.006,0.026,0.076,53774,0.915,0.236
"0500000US20009","Barton","KS",25477,0.861,0.011,0.007,0.004,0,0.023,0.095,0.159,54634,0.896,0.217
"0500000US20011","Bourbon","KS",14405,0.904,0.029,0,0.004,0,0.011,0.051,0.031,55826,0.897,0.237
"0500000US20013","Brown","KS",9486,0.829,0.009,0.08,0.005,0,0.012,0.065,0.057,55876,0.935,0.201
"0500000US20015","Butler","KS",67618,0.89,0.026,0.007,0.014,0.001,0.012,0.051,0.055,77724,0.942,0.32
"0500000US20017","Chase","KS",2570,0.909,0.005,0.005,0.001,0,0.007,0.072,0.067,52481,0.933,0.265
"0500000US20019","Chautauqua","KS",3389,0.839,0.009,0.054,0.004,0,0.007,0.087,0.045,51210,0.888,0.162
"0500000US20021","Cherokee","KS",19380,0.888,0.009,0.024,0.003,0.002,0.004,0.071,0.032,53382,0.899,0.198
"0500000US20023","Cheyenne","KS",2619,0.908,0,0.012,0,0.003,0.037,0.039,0.075,52730,0.892,0.222
"0500000US20025","Clark","KS",1977,0.871,0,0.024,0.009,0,0.01,0.086,0.072,58287,0.942,0.261
"0500000US20027","Clay","KS",8088,0.952,0.019,0.007,0.004,0,0.001,0.018,0.032,57765,0.942,0.263
"0500000US20029","Cloud","KS",9008,0.935,0.009,0.005,0,0.019,0.003,0.03,0.039,51197,0.959,0.224
"0500000US20031","Coffey","KS",8334,0.943,0.005,0.001,0.006,0,0.003,0.042,0.035,67645,0.937,0.222
"0500000US20033","Comanche","KS",1825,0.976,0.002,0,0,0,0.004,0.018,0.026,49754,0.965,0.211
"0500000US20035","Cowley","KS",34661,0.838,0.021,0.014,0.018,0,0.02,0.089,0.116,55726,0.917,0.245
"0500000US20037","Crawford","KS",39012,0.901,0.021,0.005,0.017,0.001,0.007,0.047,0.064,49779,0.943,0.309
