"","...1","state","office_type","question","answer","demographic_pct","answer_pct","lastName","year"
"4851",4851,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"4852",4852,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"4853",4853,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"4854",4854,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"4855",4855,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"4856",4856,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"4857",4857,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"4858",4858,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"4859",4859,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"4860",4860,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"4861",4861,"AL","Senate","Region","North",24,32,"Jones",2020
"4862",4862,"AL","Senate","Region","North",24,68,"Tuberville",2020
"4863",4863,"AL","Senate","Region","North Central",26,28,"Jones",2020
"4864",4864,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"4865",4865,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"4866",4866,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"4867",4867,"AL","Senate","Region","South",22,36,"Jones",2020
"4868",4868,"AL","Senate","Region","South",22,64,"Tuberville",2020
"4869",4869,"AL","Senate","Age","18-24",9,58,"Jones",2020
"4870",4870,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"4871",4871,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"4872",4872,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"4873",4873,"AL","Senate","Age","30-39",15,41,"Jones",2020
"4874",4874,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"4875",4875,"AL","Senate","Age","40-49",15,51,"Jones",2020
"4876",4876,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"4877",4877,"AL","Senate","Age","50-64",29,35,"Jones",2020
"4878",4878,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"4879",4879,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"4880",4880,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"4881",4881,"AL","Senate","Race","White",73,24,"Jones",2020
"4882",4882,"AL","Senate","Race","White",73,76,"Tuberville",2020
"4883",4883,"AL","Senate","Race","Black",22,90,"Jones",2020
"4884",4884,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"4885",4885,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"4886",4886,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"4887",4887,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"4888",4888,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"4889",4889,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"4890",4890,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"4891",4891,"AL","Senate","Gender","Male",45,39,"Jones",2020
"4892",4892,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"4893",4893,"AL","Senate","Gender","Female",55,41,"Jones",2020
"4894",4894,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"4895",4895,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"4896",4896,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"4897",4897,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"4898",4898,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"4899",4899,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"4900",4900,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"4901",4901,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"4902",4902,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"4903",4903,"AL","Senate","Education","Some college",25,41,"Jones",2020
"4904",4904,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"4905",4905,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"4906",4906,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"4907",4907,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"4908",4908,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"4909",4909,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"4910",4910,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"4911",4911,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"4912",4912,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"4913",4913,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"4914",4914,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"4915",4915,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"4916",4916,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"4917",4917,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"4918",4918,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"4919",4919,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"4920",4920,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"4921",4921,"AL","President","Region","North",24,29,"Biden",2020
"4922",4922,"AL","President","Region","North",24,70,"Trump",2020
"4923",4923,"AL","President","Region","North Central",26,26,"Biden",2020
"4924",4924,"AL","President","Region","North Central",26,72,"Trump",2020
"4925",4925,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"4926",4926,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"4927",4927,"AL","President","Region","South",22,33,"Biden",2020
"4928",4928,"AL","President","Region","South",22,66,"Trump",2020
"4929",4929,"AL","President","Age","18-24",9,54,"Biden",2020
"4930",4930,"AL","President","Age","18-24",9,44,"Trump",2020
"4931",4931,"AL","President","Age","25-29",6,-1,"Biden",2020
"4932",4932,"AL","President","Age","25-29",6,-1,"Trump",2020
"4933",4933,"AL","President","Age","30-39",15,40,"Biden",2020
"4934",4934,"AL","President","Age","30-39",15,57,"Trump",2020
"4935",4935,"AL","President","Age","40-49",15,47,"Biden",2020
"4936",4936,"AL","President","Age","40-49",15,51,"Trump",2020
"4937",4937,"AL","President","Age","50-64",29,32,"Biden",2020
"4938",4938,"AL","President","Age","50-64",29,67,"Trump",2020
"4939",4939,"AL","President","Age","65 or older",25,23,"Biden",2020
"4940",4940,"AL","President","Age","65 or older",25,77,"Trump",2020
"4941",4941,"AL","President","Race","White",74,21,"Biden",2020
"4942",4942,"AL","President","Race","White",74,77,"Trump",2020
"4943",4943,"AL","President","Race","Black",22,89,"Biden",2020
"4944",4944,"AL","President","Race","Black",22,11,"Trump",2020
"4945",4945,"AL","President","Race","Latino",3,-1,"Biden",2020
"4946",4946,"AL","President","Race","Latino",3,-1,"Trump",2020
"4947",4947,"AL","President","Race","Asian",0,-1,"Biden",2020
"4948",4948,"AL","President","Race","Asian",0,-1,"Trump",2020
"4949",4949,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"4950",4950,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"4951",4951,"AL","President","Gender","Male",45,35,"Biden",2020
"4952",4952,"AL","President","Gender","Male",45,63,"Trump",2020
"4953",4953,"AL","President","Gender","Female",55,39,"Biden",2020
"4954",4954,"AL","President","Gender","Female",55,61,"Trump",2020
"4955",4955,"AL","President","Area type","Urban",25,58,"Biden",2020
"4956",4956,"AL","President","Area type","Urban",25,39,"Trump",2020
"4957",4957,"AL","President","Area type","Suburban",56,27,"Biden",2020
"4958",4958,"AL","President","Area type","Suburban",56,72,"Trump",2020
"4959",4959,"AL","President","Area type","Rural",20,37,"Biden",2020
"4960",4960,"AL","President","Area type","Rural",20,61,"Trump",2020
"4961",4961,"AL","President","Education","Never attended college",20,26,"Biden",2020
"4962",4962,"AL","President","Education","Never attended college",20,73,"Trump",2020
"4963",4963,"AL","President","Education","Some college",25,40,"Biden",2020
"4964",4964,"AL","President","Education","Some college",25,60,"Trump",2020
"4965",4965,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"4966",4966,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"4967",4967,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"4968",4968,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"4969",4969,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"4970",4970,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"4971",4971,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"4972",4972,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"4973",4973,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"4974",4974,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"4975",4975,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"4976",4976,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"4977",4977,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"4978",4978,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"4979",4979,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"4980",4980,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"4981",4981,"AL","Senate","Region","North",24,32,"Jones",2020
"4982",4982,"AL","Senate","Region","North",24,68,"Tuberville",2020
"4983",4983,"AL","Senate","Region","North Central",26,28,"Jones",2020
"4984",4984,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"4985",4985,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"4986",4986,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"4987",4987,"AL","Senate","Region","South",22,36,"Jones",2020
"4988",4988,"AL","Senate","Region","South",22,64,"Tuberville",2020
"4989",4989,"AL","Senate","Age","18-24",9,58,"Jones",2020
"4990",4990,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"4991",4991,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"4992",4992,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"4993",4993,"AL","Senate","Age","30-39",15,41,"Jones",2020
"4994",4994,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"4995",4995,"AL","Senate","Age","40-49",15,51,"Jones",2020
"4996",4996,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"4997",4997,"AL","Senate","Age","50-64",29,35,"Jones",2020
"4998",4998,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"4999",4999,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"5000",5000,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"5001",5001,"AL","Senate","Race","White",73,24,"Jones",2020
"5002",5002,"AL","Senate","Race","White",73,76,"Tuberville",2020
"5003",5003,"AL","Senate","Race","Black",22,90,"Jones",2020
"5004",5004,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"5005",5005,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"5006",5006,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"5007",5007,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"5008",5008,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"5009",5009,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"5010",5010,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"5011",5011,"AL","Senate","Gender","Male",45,39,"Jones",2020
"5012",5012,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"5013",5013,"AL","Senate","Gender","Female",55,41,"Jones",2020
"5014",5014,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"5015",5015,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"5016",5016,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"5017",5017,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"5018",5018,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"5019",5019,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"5020",5020,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"5021",5021,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"5022",5022,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"5023",5023,"AL","Senate","Education","Some college",25,41,"Jones",2020
"5024",5024,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"5025",5025,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"5026",5026,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"5027",5027,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"5028",5028,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"5029",5029,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"5030",5030,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"5031",5031,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"5032",5032,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"5033",5033,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"5034",5034,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"5035",5035,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"5036",5036,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"5037",5037,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"5038",5038,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"5039",5039,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"5040",5040,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"5041",5041,"AL","President","Region","North",24,29,"Biden",2020
"5042",5042,"AL","President","Region","North",24,70,"Trump",2020
"5043",5043,"AL","President","Region","North Central",26,26,"Biden",2020
"5044",5044,"AL","President","Region","North Central",26,72,"Trump",2020
"5045",5045,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"5046",5046,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"5047",5047,"AL","President","Region","South",22,33,"Biden",2020
"5048",5048,"AL","President","Region","South",22,66,"Trump",2020
"5049",5049,"AL","President","Age","18-24",9,54,"Biden",2020
"5050",5050,"AL","President","Age","18-24",9,44,"Trump",2020
"5051",5051,"AL","President","Age","25-29",6,-1,"Biden",2020
"5052",5052,"AL","President","Age","25-29",6,-1,"Trump",2020
"5053",5053,"AL","President","Age","30-39",15,40,"Biden",2020
"5054",5054,"AL","President","Age","30-39",15,57,"Trump",2020
"5055",5055,"AL","President","Age","40-49",15,47,"Biden",2020
"5056",5056,"AL","President","Age","40-49",15,51,"Trump",2020
"5057",5057,"AL","President","Age","50-64",29,32,"Biden",2020
"5058",5058,"AL","President","Age","50-64",29,67,"Trump",2020
"5059",5059,"AL","President","Age","65 or older",25,23,"Biden",2020
"5060",5060,"AL","President","Age","65 or older",25,77,"Trump",2020
"5061",5061,"AL","President","Race","White",74,21,"Biden",2020
"5062",5062,"AL","President","Race","White",74,77,"Trump",2020
"5063",5063,"AL","President","Race","Black",22,89,"Biden",2020
"5064",5064,"AL","President","Race","Black",22,11,"Trump",2020
"5065",5065,"AL","President","Race","Latino",3,-1,"Biden",2020
"5066",5066,"AL","President","Race","Latino",3,-1,"Trump",2020
"5067",5067,"AL","President","Race","Asian",0,-1,"Biden",2020
"5068",5068,"AL","President","Race","Asian",0,-1,"Trump",2020
"5069",5069,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"5070",5070,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"5071",5071,"AL","President","Gender","Male",45,35,"Biden",2020
"5072",5072,"AL","President","Gender","Male",45,63,"Trump",2020
"5073",5073,"AL","President","Gender","Female",55,39,"Biden",2020
"5074",5074,"AL","President","Gender","Female",55,61,"Trump",2020
"5075",5075,"AL","President","Area type","Urban",25,58,"Biden",2020
"5076",5076,"AL","President","Area type","Urban",25,39,"Trump",2020
"5077",5077,"AL","President","Area type","Suburban",56,27,"Biden",2020
"5078",5078,"AL","President","Area type","Suburban",56,72,"Trump",2020
"5079",5079,"AL","President","Area type","Rural",20,37,"Biden",2020
"5080",5080,"AL","President","Area type","Rural",20,61,"Trump",2020
"5081",5081,"AL","President","Education","Never attended college",20,26,"Biden",2020
"5082",5082,"AL","President","Education","Never attended college",20,73,"Trump",2020
"5083",5083,"AL","President","Education","Some college",25,40,"Biden",2020
"5084",5084,"AL","President","Education","Some college",25,60,"Trump",2020
"5085",5085,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"5086",5086,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"5087",5087,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"5088",5088,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"5089",5089,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"5090",5090,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"5091",5091,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"5092",5092,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"5093",5093,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"5094",5094,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"5095",5095,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"5096",5096,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"5097",5097,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
